Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,home_clean,team_clean,intFormedYear,intStadiumCapacity,strLeague,anios_historia,total_goles_partido,diferencia_goles,resultado_target,cluster_kmeans
20/12/2023,Villarreal,Celta,3,2,H,12,15,8,5,4,7,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
21/12/2023,Betis,Girona,1,1,D,21,12,4,4,7,6,betis,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
21/12/2023,Cadiz,Sociedad,0,0,D,10,8,2,1,7,5,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
21/12/2023,Alaves,Real Madrid,0,1,A,8,9,2,4,3,3,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,-1,Derrota_Local,0
21/12/2023,Mallorca,Osasuna,3,2,H,15,12,8,7,6,0,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
23/12/2023,Ath Madrid,Sevilla,1,0,H,12,8,4,2,6,5,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
02/01/2024,Getafe,Vallecano,0,2,A,5,12,0,8,2,3,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,2,-2,Derrota_Local,2
02/01/2024,Sociedad,Alaves,1,1,D,16,7,6,2,6,4,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
02/01/2024,Valencia,Villarreal,3,1,H,11,8,8,4,4,3,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
03/01/2024,Granada,Cadiz,2,0,H,15,15,8,2,5,6,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
03/01/2024,Celta,Betis,2,1,H,19,14,6,3,8,7,celta,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
03/01/2024,Real Madrid,Mallorca,1,0,H,17,7,5,0,5,4,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,1,1,Victoria_Local,1
03/01/2024,Girona,Ath Madrid,4,3,H,17,18,9,12,7,8,girona,,1900.0,38279.0,Liga_Desconocida,126.0,7,1,Victoria_Local,1
04/01/2024,Osasuna,Almeria,1,0,H,14,4,2,0,5,4,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
04/01/2024,Sevilla,Ath Bilbao,0,2,A,11,15,2,6,5,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
04/01/2024,Las Palmas,Barcelona,1,2,A,12,15,3,5,5,10,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
12/01/2024,Sevilla,Alaves,2,3,A,19,16,4,8,5,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
13/01/2024,Las Palmas,Villarreal,3,0,H,8,17,3,3,4,6,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
13/01/2024,Mallorca,Celta,1,1,D,17,6,6,2,10,1,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
13/01/2024,Ath Bilbao,Sociedad,2,1,H,10,9,3,1,5,5,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
13/01/2024,Betis,Granada,1,0,H,25,6,6,2,13,1,betis,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
14/01/2024,Almeria,Girona,0,0,D,20,5,3,1,4,3,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
14/01/2024,Cadiz,Valencia,1,4,A,10,9,2,5,3,1,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,5,-3,Derrota_Local,2
19/01/2024,Alaves,Cadiz,1,0,H,13,9,3,1,4,4,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,1,Victoria_Local,0
20/01/2024,Vallecano,Las Palmas,0,2,A,16,10,3,5,12,0,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
20/01/2024,Villarreal,Mallorca,1,1,D,18,8,5,2,4,6,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
20/01/2024,Valencia,Ath Bilbao,1,0,H,6,6,1,3,4,2,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
20/01/2024,Celta,Sociedad,0,1,A,6,6,2,2,6,3,celta,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
21/01/2024,Osasuna,Getafe,3,2,H,13,10,7,7,1,4,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
21/01/2024,Real Madrid,Almeria,3,2,H,18,10,6,2,6,3,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,5,1,Victoria_Local,1
21/01/2024,Betis,Barcelona,2,4,A,14,11,5,4,3,4,betis,,1900.0,38279.0,Liga_Desconocida,126.0,6,-2,Derrota_Local,2
21/01/2024,Girona,Sevilla,5,1,H,12,9,8,3,4,5,girona,,1900.0,38279.0,Liga_Desconocida,126.0,6,4,Victoria_Local,1
22/01/2024,Granada,Ath Madrid,0,1,A,17,10,2,5,6,2,granada,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
26/01/2024,Almeria,Alaves,0,3,A,19,11,7,3,11,3,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
27/01/2024,Sociedad,Vallecano,0,0,D,6,5,3,0,2,2,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
27/01/2024,Las Palmas,Real Madrid,1,2,A,7,13,2,5,1,6,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
27/01/2024,Barcelona,Villarreal,3,5,A,22,9,10,6,10,0,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,8,-2,Derrota_Local,1
27/01/2024,Mallorca,Betis,0,1,A,14,8,1,2,5,4,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
28/01/2024,Celta,Girona,0,1,A,10,15,5,6,5,7,celta,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
28/01/2024,Cadiz,Ath Bilbao,0,0,D,9,8,2,0,6,8,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
28/01/2024,Sevilla,Osasuna,1,1,D,10,11,5,4,2,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
28/01/2024,Ath Madrid,Valencia,2,0,H,12,10,8,3,3,6,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
29/01/2024,Getafe,Granada,2,0,H,7,16,4,3,4,3,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,2,2,Victoria_Local,0
31/01/2024,Barcelona,Osasuna,1,0,H,16,9,4,1,6,6,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,1,1,Victoria_Local,1
31/01/2024,Ath Madrid,Vallecano,2,1,H,8,10,3,2,5,6,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
01/02/2024,Getafe,Real Madrid,0,2,A,10,16,2,9,2,6,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,2,-2,Derrota_Local,2
02/02/2024,Ath Bilbao,Mallorca,4,0,H,13,6,6,2,6,2,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,4,4,Victoria_Local,1
03/02/2024,Valencia,Almeria,2,1,H,7,15,2,5,0,6,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
03/02/2024,Granada,Las Palmas,1,1,D,3,16,1,6,2,9,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
03/02/2024,Alaves,Barcelona,1,3,A,13,8,2,5,14,5,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,4,-2,Derrota_Local,2
03/02/2024,Girona,Sociedad,0,0,D,11,11,3,2,3,4,girona,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
04/02/2024,Villarreal,Cadiz,0,0,D,19,8,4,2,13,2,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
04/02/2024,Osasuna,Celta,0,3,A,18,6,1,5,9,1,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
04/02/2024,Betis,Getafe,1,1,D,9,11,3,2,3,5,betis,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
04/02/2024,Real Madrid,Ath Madrid,1,1,D,17,10,4,5,2,8,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,2,0,Empate,1
05/02/2024,Vallecano,Sevilla,1,2,A,22,10,5,6,6,0,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
09/02/2024,Cadiz,Betis,0,2,A,14,13,5,5,5,3,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
10/02/2024,Alaves,Villarreal,1,1,D,17,12,4,4,10,9,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,2,0,Empate,0
10/02/2024,Sociedad,Osasuna,0,1,A,21,9,3,2,7,4,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
10/02/2024,Real Madrid,Girona,4,0,H,16,5,6,0,0,2,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,4,4,Victoria_Local,1
10/02/2024,Las Palmas,Valencia,2,0,H,8,7,3,1,5,0,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
11/02/2024,Getafe,Celta,3,2,H,11,9,4,4,0,4,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,5,1,Victoria_Local,2
11/02/2024,Mallorca,Vallecano,2,1,H,8,11,5,4,5,1,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
11/02/2024,Sevilla,Ath Madrid,1,0,H,10,16,6,5,2,7,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
11/02/2024,Barcelona,Granada,3,3,D,11,11,6,5,6,2,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,6,0,Empate,1
12/02/2024,Almeria,Ath Bilbao,0,0,D,10,12,4,4,4,10,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
16/02/2024,Villarreal,Getafe,1,1,D,20,11,7,2,8,3,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
17/02/2024,Ath Madrid,Las Palmas,5,0,H,13,11,7,2,3,5,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,5,5,Victoria_Local,1
17/02/2024,Osasuna,Cadiz,2,0,H,11,5,4,1,5,4,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
17/02/2024,Celta,Barcelona,1,2,A,13,14,4,4,2,5,celta,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
17/02/2024,Valencia,Sevilla,0,0,D,14,1,4,1,7,2,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
18/02/2024,Vallecano,Real Madrid,1,1,D,8,11,3,4,4,10,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
18/02/2024,Granada,Almeria,1,1,D,19,13,7,3,10,4,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
18/02/2024,Mallorca,Sociedad,1,2,A,4,19,1,5,3,9,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
18/02/2024,Betis,Alaves,0,0,D,13,13,2,4,6,8,betis,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
19/02/2024,Ath Bilbao,Girona,3,2,H,14,12,7,6,3,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
23/02/2024,Sociedad,Villarreal,1,3,A,21,6,8,4,13,2,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
24/02/2024,Barcelona,Getafe,4,0,H,17,10,9,4,5,8,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,4,4,Victoria_Local,1
24/02/2024,Alaves,Mallorca,1,1,D,9,15,1,8,3,3,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,2,0,Empate,0
24/02/2024,Almeria,Ath Madrid,2,2,D,9,18,4,9,2,7,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
25/02/2024,Cadiz,Celta,2,2,D,19,7,6,3,9,1,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
25/02/2024,Betis,Ath Bilbao,3,1,H,13,3,5,1,5,3,betis,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
25/02/2024,Las Palmas,Osasuna,1,1,D,9,6,3,2,6,7,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
25/02/2024,Real Madrid,Sevilla,1,0,H,16,4,6,1,7,2,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,1,1,Victoria_Local,1
26/02/2024,Girona,Vallecano,3,0,H,14,7,8,1,2,2,girona,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
01/03/2024,Celta,Almeria,1,0,H,15,3,6,0,7,0,celta,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
02/03/2024,Sevilla,Sociedad,3,2,H,12,13,5,4,2,5,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
02/03/2024,Vallecano,Cadiz,1,1,D,9,16,5,5,4,9,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
02/03/2024,Getafe,Las Palmas,3,3,D,16,14,5,5,4,4,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,6,0,Empate,2
02/03/2024,Valencia,Real Madrid,2,2,D,12,10,5,5,2,2,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
03/03/2024,Villarreal,Granada,5,1,H,16,9,10,3,6,4,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,6,4,Victoria_Local,1
03/03/2024,Ath Madrid,Betis,2,1,H,17,12,12,6,4,6,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
03/03/2024,Mallorca,Girona,1,0,H,16,15,2,4,8,5,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
03/03/2024,Ath Bilbao,Barcelona,0,0,D,8,8,2,2,4,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
04/03/2024,Osasuna,Alaves,1,0,H,15,10,4,4,5,5,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
08/03/2024,Barcelona,Mallorca,1,0,H,20,9,6,3,4,1,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,1,1,Victoria_Local,1
09/03/2024,Valencia,Getafe,1,0,H,10,15,3,5,5,5,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
09/03/2024,Cadiz,Ath Madrid,2,0,H,7,8,3,4,3,1,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
09/03/2024,Granada,Sociedad,2,3,A,13,11,6,8,4,6,granada,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
09/03/2024,Girona,Osasuna,2,0,H,11,7,6,1,5,7,girona,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
10/03/2024,Alaves,Vallecano,1,0,H,12,9,4,3,7,5,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,1,Victoria_Local,0
10/03/2024,Las Palmas,Ath Bilbao,0,2,A,14,7,2,2,10,3,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
10/03/2024,Real Madrid,Celta,4,0,H,24,11,13,1,12,1,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,4,4,Victoria_Local,1
10/03/2024,Betis,Villarreal,2,3,A,13,6,4,4,11,4,betis,,1900.0,38279.0,Liga_Desconocida,126.0,5,-1,Derrota_Local,2
11/03/2024,Almeria,Sevilla,2,2,D,14,19,4,6,1,8,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
15/03/2024,Sociedad,Cadiz,2,0,H,14,13,6,2,8,2,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
16/03/2024,Mallorca,Granada,1,0,H,18,8,8,3,10,2,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
16/03/2024,Osasuna,Real Madrid,2,4,A,9,17,4,9,5,7,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,6,-2,Derrota_Local,2
16/03/2024,Getafe,Girona,1,0,H,11,13,3,3,2,5,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,1,1,Victoria_Local,0
16/03/2024,Ath Bilbao,Alaves,2,0,H,16,7,4,3,5,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
17/03/2024,Sevilla,Celta,1,2,A,11,18,4,5,3,8,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
17/03/2024,Las Palmas,Almeria,0,1,A,21,3,6,2,11,3,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
17/03/2024,Villarreal,Valencia,1,0,H,13,14,7,7,6,2,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
17/03/2024,Vallecano,Betis,2,0,H,8,11,4,1,4,8,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
17/03/2024,Ath Madrid,Barcelona,0,3,A,12,9,3,5,7,3,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
29/03/2024,Cadiz,Granada,1,0,H,13,10,5,2,5,2,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
30/03/2024,Getafe,Sevilla,0,1,A,18,10,5,3,7,3,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,1,-1,Derrota_Local,0
30/03/2024,Almeria,Osasuna,0,3,A,12,6,5,4,6,1,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,3,-3,Derrota_Local,2
30/03/2024,Valencia,Mallorca,0,0,D,14,11,5,3,3,3,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
30/03/2024,Barcelona,Las Palmas,1,0,H,14,8,2,0,6,1,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,1,1,Victoria_Local,1
31/03/2024,Celta,Vallecano,0,0,D,13,8,0,2,3,2,celta,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
31/03/2024,Girona,Betis,3,2,H,9,7,5,4,5,4,girona,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
31/03/2024,Alaves,Sociedad,0,1,A,3,12,0,3,3,8,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,1,-1,Derrota_Local,0
31/03/2024,Real Madrid,Ath Bilbao,2,0,H,9,7,4,3,4,7,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,2,2,Victoria_Local,1
01/04/2024,Villarreal,Ath Madrid,1,2,A,11,14,2,8,3,3,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
04/04/2024,Granada,Valencia,0,1,A,13,6,3,2,5,4,granada,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
12/04/2024,Betis,Celta,2,1,H,15,12,3,5,6,5,betis,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
13/04/2024,Ath Madrid,Girona,3,1,H,17,12,4,5,2,0,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
13/04/2024,Vallecano,Getafe,0,0,D,11,7,2,0,3,0,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
13/04/2024,Mallorca,Real Madrid,0,1,A,6,16,2,9,4,2,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
13/04/2024,Cadiz,Barcelona,0,1,A,14,12,3,2,8,4,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
14/04/2024,Las Palmas,Sevilla,0,2,A,5,10,2,3,6,2,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
14/04/2024,Granada,Alaves,2,0,H,9,8,3,3,1,5,granada,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
14/04/2024,Ath Bilbao,Villarreal,1,1,D,13,10,6,2,3,1,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
14/04/2024,Sociedad,Almeria,2,2,D,17,7,4,3,5,1,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
15/04/2024,Osasuna,Valencia,0,1,A,13,4,2,3,4,1,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
19/04/2024,Ath Bilbao,Granada,1,1,D,17,5,6,0,11,4,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
20/04/2024,Celta,Las Palmas,4,1,H,21,9,13,4,8,4,celta,,1900.0,38279.0,Liga_Desconocida,126.0,5,3,Victoria_Local,1
20/04/2024,Vallecano,Osasuna,2,1,H,17,6,6,2,5,1,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
20/04/2024,Valencia,Betis,1,2,A,8,12,5,6,7,6,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
20/04/2024,Girona,Cadiz,4,1,H,10,12,5,5,2,4,girona,,1900.0,38279.0,Liga_Desconocida,126.0,5,3,Victoria_Local,1
21/04/2024,Getafe,Sociedad,1,1,D,6,7,4,3,0,4,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,2,0,Empate,0
21/04/2024,Almeria,Villarreal,1,2,A,24,11,5,3,5,2,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,3,-1,Derrota_Local,2
21/04/2024,Alaves,Ath Madrid,2,0,H,8,15,3,4,1,11,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,2,2,Victoria_Local,0
21/04/2024,Real Madrid,Barcelona,3,2,H,14,14,8,6,2,8,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,5,1,Victoria_Local,1
22/04/2024,Sevilla,Mallorca,2,1,H,11,8,4,6,4,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,3,1,Victoria_Local,0
26/04/2024,Sociedad,Real Madrid,0,1,A,9,5,3,3,11,3,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
27/04/2024,Las Palmas,Girona,0,2,A,10,6,5,3,4,2,las palmas,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
27/04/2024,Almeria,Getafe,1,3,A,21,8,11,5,9,2,almeria,,1900.0,38279.0,Liga_Desconocida,126.0,4,-2,Derrota_Local,2
27/04/2024,Alaves,Celta,3,0,H,16,4,8,0,8,3,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,3,3,Victoria_Local,0
27/04/2024,Ath Madrid,Ath Bilbao,3,1,H,8,7,3,1,3,5,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,4,2,Victoria_Local,1
28/04/2024,Cadiz,Mallorca,1,1,D,10,9,2,2,3,1,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
28/04/2024,Granada,Osasuna,3,0,H,12,11,4,2,0,6,granada,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
28/04/2024,Villarreal,Vallecano,3,0,H,15,20,7,4,3,6,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
28/04/2024,Betis,Sevilla,1,1,D,15,10,5,1,4,6,betis,,1900.0,38279.0,Liga_Desconocida,126.0,2,0,Empate,0
29/04/2024,Barcelona,Valencia,4,2,H,27,5,13,3,15,1,barcelona,barcelona,1899.0,99354.0,Spanish La Liga,127.0,6,2,Victoria_Local,1
03/05/2024,Getafe,Ath Bilbao,0,2,A,34,7,9,2,10,6,getafe,getafe,1946.0,17393.0,Spanish La Liga,80.0,2,-2,Derrota_Local,2
04/05/2024,Sociedad,Las Palmas,2,0,H,9,7,4,1,7,2,sociedad,,1900.0,38279.0,Liga_Desconocida,126.0,2,2,Victoria_Local,0
04/05/2024,Real Madrid,Cadiz,3,0,H,19,7,9,2,7,4,madrid,madrid,1903.0,67703.0,Spanish La Liga,123.0,3,3,Victoria_Local,1
04/05/2024,Girona,Barcelona,4,2,H,9,16,7,7,5,4,girona,,1900.0,38279.0,Liga_Desconocida,126.0,6,2,Victoria_Local,1
04/05/2024,Mallorca,Ath Madrid,0,1,A,7,9,4,4,6,2,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
05/05/2024,Osasuna,Betis,0,2,A,12,10,2,4,8,5,osasuna,,1900.0,38279.0,Liga_Desconocida,126.0,2,-2,Derrota_Local,2
05/05/2024,Celta,Villarreal,3,2,H,23,11,7,3,2,1,celta,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
05/05/2024,Valencia,Alaves,0,1,A,13,14,1,4,5,7,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
05/05/2024,Sevilla,Granada,3,0,H,11,8,5,3,5,4,sevilla,,1900.0,38279.0,Liga_Desconocida,126.0,3,3,Victoria_Local,1
05/05/2024,Vallecano,Almeria,0,1,A,27,7,10,2,9,2,vallecano,,1900.0,38279.0,Liga_Desconocida,126.0,1,-1,Derrota_Local,0
10/05/2024,Alaves,Girona,2,2,D,14,15,8,5,5,3,alaves,alaves,1921.0,19840.0,Spanish La Liga,105.0,4,0,Empate,2
11/05/2024,Mallorca,Las Palmas,1,0,H,7,7,2,1,2,2,mallorca,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
11/05/2024,Villarreal,Sevilla,3,2,H,25,8,7,4,10,1,villarreal,,1900.0,38279.0,Liga_Desconocida,126.0,5,1,Victoria_Local,1
11/05/2024,Granada,Real Madrid,0,4,A,12,13,1,7,8,5,granada,,1900.0,38279.0,Liga_Desconocida,126.0,4,-4,Derrota_Local,2
11/05/2024,Ath Bilbao,Osasuna,2,2,D,15,13,6,3,8,6,ath bilbao,,1900.0,38279.0,Liga_Desconocida,126.0,4,0,Empate,2
12/05/2024,Cadiz,Getafe,1,0,H,13,10,6,4,6,2,cadiz,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
12/05/2024,Ath Madrid,Celta,1,0,H,21,6,8,2,4,7,ath madrid,,1900.0,38279.0,Liga_Desconocida,126.0,1,1,Victoria_Local,0
12/05/2024,Valencia,Vallecano,0,0,D,13,12,5,1,6,3,valencia,,1900.0,38279.0,Liga_Desconocida,126.0,0,0,Empate,0
